created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3
2020-09-13 19:00:00 UTC,165.33,306.78,363.98,20,-93.25,83.88,22.38,203.8
2020-09-13 20:00:00 UTC,161.28,297.66,351.16,58.38,-92.79,82.83,22.72,197.74
2020-09-13 21:00:00 UTC,155.57,283.04,333.91,118,-92.4,81.17,23.87,187.97
2020-09-13 22:00:00 UTC,156.1,286.69,338.48,178.96,-92.61,77.75,30.21,190.42
2020-09-13 23:00:00 UTC,155.36,285.18,336.66,240.43,-92.64,74.71,38.93,189.43
2020-09-14 00:00:00 UTC,153.63,283.76,335.89,299,-92.47,71.17,45.5,188.45
2020-09-14 01:00:00 UTC,151.17,279.1,329.37,359,-92.57,67.33,49.8,185.37
2020-09-14 02:00:00 UTC,147.45,272.86,323.27,418.57,-93.36,64.29,54.07,181.19
2020-09-14 03:00:00 UTC,138.67,255.37,302.48,479.79,-91.72,62.1,55.62,169.51
2020-09-14 04:00:00 UTC,126.45,230.11,271.21,539,-93.1,61,52.43,152.68
2020-09-14 05:00:00 UTC,153.56,274.92,320.62,599,-92.53,60.3,49.6,182.56
2020-09-14 06:00:00 UTC,244.96,455.42,531.56,659,-91.7,59.97,41.93,302.9
2020-09-14 07:00:00 UTC,327.08,650.45,766.18,719,-91.13,60.7,35.23,432.95
2020-09-14 08:00:00 UTC,300.9,588.38,693.44,779,-91.5,59.47,39.87,391.6
2020-09-14 09:00:00 UTC,333.86,677.64,804.73,839,-92.5,59,38.87,451.12
2020-09-14 10:00:00 UTC,335.76,690.15,822.03,899,-92,57.97,39.9,459.46
2020-09-14 11:00:00 UTC,342.97,729.35,880,959,-92.77,57.43,40.47,485.55
2020-09-14 12:00:00 UTC,350.89,773.33,942.44,1019,-91.23,57.37,39.6,514.82
2020-09-14 13:00:00 UTC,351.94,796.9,980.61,1079,-92.07,57.9,36.3,530.5
2020-09-14 14:00:00 UTC,342.47,763.17,936.36,1139,-92.27,59.5,33.33,508.05
2020-09-14 15:00:00 UTC,337.3,760.56,934.29,1199,-93.77,59.8,38.9,506.3
2020-09-14 16:00:00 UTC,330.78,745.97,919.41,1258.76,-92.97,61.14,43.62,496.64
2020-09-14 17:00:00 UTC,324.16,727.36,893.44,1319,-92.7,66.03,43.83,484.29
2020-09-14 18:00:00 UTC,316.71,704.99,867.42,1379,-89.67,72.03,41.2,469.35
2020-09-14 19:00:00 UTC,310.86,691.84,851.51,1439,-87.8,76.37,34.87,460.55
2020-09-14 20:00:00 UTC,309.44,697.19,860.56,1499,-87.97,79.17,31.97,464.16
2020-09-14 21:00:00 UTC,307.6,698.63,865,1559,-88.63,82.47,30.37,465.12
2020-09-14 22:00:00 UTC,306.52,707.57,879.79,1619,-87.27,83.7,30.6,471.05
2020-09-14 23:00:00 UTC,305.11,710.31,884.72,1679,-88.53,82.27,34.67,472.89
2020-09-15 00:00:00 UTC,299.32,696.88,873.8,1739,-86.4,76.27,44.97,463.89
2020-09-15 01:00:00 UTC,297.8,693.4,870.59,1799,-86.83,70.53,52.2,461.62
2020-09-15 02:00:00 UTC,287.65,663.84,832.35,1859,-86.23,65.7,59.13,441.88
2020-09-15 03:00:00 UTC,245.4,542.14,677.95,1919,-87.13,64.07,54.03,360.77
2020-09-15 04:00:00 UTC,203.8,432.81,536.53,1979,-85.9,65.07,39,287.8
2020-09-15 05:00:00 UTC,205.39,426.64,526.01,2039,-86.03,64,39.23,283.67
2020-09-15 06:00:00 UTC,236.68,475.1,577.56,2099,-85.53,63,36.83,316.02
2020-09-15 07:00:00 UTC,247.55,500.85,607.18,2159,-85.53,61.07,42.27,333.22
2020-09-15 08:00:00 UTC,263.43,534.64,648.08,2219.78,-85.48,59.37,44.7,355.8
2020-09-15 09:00:00 UTC,337.37,769.48,951.19,2279,-85.4,59.6,40.73,512.29
2020-09-15 10:00:00 UTC,365.06,936.86,1196.24,2339,-84.3,60.03,38.3,623.82
2020-09-15 11:00:00 UTC,360.54,930.58,1193.46,2399,-84.73,60.07,38.67,619.6
2020-09-15 12:00:00 UTC,355.58,910.32,1169.36,2459,-86.13,58.93,40,606.11
2020-09-15 13:00:00 UTC,349,870.6,1109.54,2519,-84.23,58.73,41.07,579.64
2020-09-15 14:00:00 UTC,347.69,869.67,1112.51,2579,-84.63,59,41.7,579
2020-09-15 15:00:00 UTC,343.38,858.27,1096.3,2639,-84.97,60.67,43,571.42
2020-09-15 16:00:00 UTC,336.51,851.67,1092.27,2699,-88.5,62.13,47.17,567
2020-09-15 17:00:00 UTC,336.5,849.17,1084.48,2758.48,-87.55,66.66,46.55,565.34
2020-09-15 18:00:00 UTC,330.14,828.07,1057.95,2819,-89.33,73.27,42.73,551.27
2020-09-15 19:00:00 UTC,327.35,819.48,1045.98,2879,-89.37,78.03,36.73,545.57
2020-09-15 20:00:00 UTC,326.98,822.57,1049.27,2939,-88.6,78.23,34.63,547.63
2020-09-15 21:00:00 UTC,323.4,816.22,1044.44,2999,-88.13,79.67,34.4,543.38
2020-09-15 22:00:00 UTC,320.07,815.66,1046.17,3059,-88.1,79.57,35.17,543.01
2020-09-15 23:00:00 UTC,316.17,802.69,1033.7,3119,-88.33,77,41.07,534.34
2020-09-16 00:00:00 UTC,311.3,787.74,1015.15,3179,-89.1,72.9,51.6,524.41
2020-09-16 01:00:00 UTC,308.26,782.52,1007.64,3239,-88.17,68.43,58.53,520.9
2020-09-16 02:00:00 UTC,302.51,769.71,993.34,3299,-87.87,64.67,63.47,512.37
2020-09-16 03:00:00 UTC,298.78,760.66,983.62,3359,-87.53,62.4,65.7,506.39
2020-09-16 04:00:00 UTC,286.51,723.29,939.42,3419,-89.13,61.17,64.67,481.51
2020-09-16 05:00:00 UTC,260.71,639.05,825.37,3479,-87.4,61,56.47,425.36
2020-09-16 06:00:00 UTC,244.3,572.59,733.51,3539,-86.17,60.93,49.27,381.07
2020-09-16 07:00:00 UTC,244.34,553.76,701.39,3599,-86.6,60.9,42.07,368.55
2020-09-16 08:00:00 UTC,269.89,612.69,769.03,3659,-86.93,60.53,41.53,407.82
2020-09-16 09:00:00 UTC,305.18,719.68,905.2,3719,-86.67,59.13,41.97,479.08
2020-09-16 10:00:00 UTC,335.64,841.34,1071.69,3779,-85.93,59.27,38.7,560.15
2020-09-16 11:00:00 UTC,335.91,846.02,1081.53,3839,-86.6,59,38.2,563.24
2020-09-16 12:00:00 UTC,323.62,802.33,1026.2,3899,-85.47,58.1,42,534.12
2020-09-16 13:00:00 UTC,327.5,819.12,1048.13,3959,-86.8,58,39.7,545.3
2020-09-16 14:00:00 UTC,318.83,800.99,1031.16,4019,-85.77,55.73,47.1,533.2
2020-09-16 15:00:00 UTC,323.07,820.75,1056.44,4079,-88.33,56.3,48.1,546.32
2020-09-16 16:00:00 UTC,318.48,812.08,1047.3,4139,-86.47,60.3,46.8,540.63
2020-09-16 17:00:00 UTC,313.16,785.96,1011.76,4199,-87.6,66.37,45.2,523.21
2020-09-16 18:00:00 UTC,306.68,760.11,973.27,4259,-88,73.5,36.53,506.01
2020-09-16 19:00:00 UTC,303.81,755.22,965.46,4319,-87.5,79.4,29.07,502.75
2020-09-16 20:00:00 UTC,302.93,766.22,984.48,4379,-87.97,81.4,25.17,510.09
2020-09-16 21:00:00 UTC,292.08,730.28,936.68,4439,-87.83,86.63,24.3,486.2
2020-09-16 22:00:00 UTC,253.26,596.53,759.67,4499,-88.87,89.7,21.17,396.99
2020-09-16 23:00:00 UTC,219.5,500.47,635.77,4559,-87.63,87.2,17.67,332.94
2020-09-17 00:00:00 UTC,217.06,500.52,637.71,4619,-86.57,81.33,25.07,332.98
2020-09-17 01:00:00 UTC,214.64,494.6,631.66,4679,-86.3,74,37.93,328.99
2020-09-17 02:00:00 UTC,218.47,502.14,638.91,4739,-86.57,67.7,50.13,334.06
2020-09-17 03:00:00 UTC,219.72,502.72,642.88,4799,-87.57,64.3,57.13,334.46
2020-09-17 04:00:00 UTC,215.08,490.12,623.6,4859,-85.5,63.27,56.37,326.02
2020-09-17 05:00:00 UTC,207.67,464.34,588.49,4919,-85.2,62.27,52,308.86
2020-09-17 06:00:00 UTC,210.24,468.78,594.35,4979,-85.43,60.6,55,311.8
2020-09-17 07:00:00 UTC,237.78,519.99,649.84,5039,-85.67,59.93,52.77,345.99
2020-09-17 08:00:00 UTC,302.96,674.46,833.42,5099,-84.83,59.57,46.93,448.96
2020-09-17 09:00:00 UTC,318.48,726.01,901.04,5159,-84.5,58,48.9,483.33
2020-09-17 10:00:00 UTC,372.31,962.65,1224.03,5219,-84.83,58.6,42.6,641
2020-09-17 11:00:00 UTC,372.25,1001.64,1293.65,5279,-85.83,58.13,44.07,667.03
2020-09-17 12:00:00 UTC,371.13,1048.11,1369.52,5339,-85.2,56.13,48.23,698.05
2020-09-17 13:00:00 UTC,371.72,1173.47,1578.72,5399,-84.17,56.93,45.5,781.63
2020-09-17 14:00:00 UTC,367.22,1146.51,1543.76,5459.72,-85.03,55.62,50.79,763.66
2020-09-17 15:00:00 UTC,363.13,1187.78,1623.74,5519,-84.77,56.07,51.5,791.17
2020-09-17 16:00:00 UTC,358.68,1183.67,1628.55,5579,-85.53,59,50.83,788.42
2020-09-17 17:00:00 UTC,353.84,1164.28,1599.93,5639,-84.37,62.1,49.97,775.48
2020-09-17 18:00:00 UTC,350.87,1167.58,1614.92,5699,-86.03,63.63,49.6,777.67
2020-09-17 19:00:00 UTC,345.36,1152.8,1596.52,5759,-84.67,65.47,45.93,767.84
2020-09-17 20:00:00 UTC,340.68,1136.81,1576.51,5819,-84.9,70.73,40.53,757.18
2020-09-17 21:00:00 UTC,338.39,1124.35,1561.28,5879,-87.73,70.03,43.77,748.88
2020-09-17 22:00:00 UTC,334.56,1096.38,1520.23,5939,-86.87,70.4,45.87,730.25
2020-09-17 23:00:00 UTC,330.38,1078.01,1494.27,5999,-86.37,68.5,49.83,718
2020-09-18 00:00:00 UTC,318.89,972.11,1326.47,6059,-85.57,69.37,44.7,647.37
2020-09-18 01:00:00 UTC,309.9,916.35,1244.16,6119,-86.2,67.3,49.3,610.14
2020-09-18 02:00:00 UTC,294.49,833.9,1116.68,6179,-86.37,65.47,51.57,555.17
2020-09-18 03:00:00 UTC,270.52,707.63,929.6,6239,-87.53,67.03,45.03,471.09
2020-09-18 04:00:00 UTC,267.82,704.97,932.29,6299,-85.77,65.83,48.53,469.34
2020-09-18 05:00:00 UTC,265.43,696.19,918.98,6359,-86.17,64.93,53.63,463.46
2020-09-18 06:00:00 UTC,257.32,666.04,876.6,6419,-86.13,64,55.33,443.38
2020-09-18 07:00:00 UTC,248.52,633.04,831.21,6479,-85.4,63.97,55.87,421.39
2020-09-18 08:00:00 UTC,242.09,613.93,807.16,6539,-85.63,63.4,57.07,408.63
2020-09-18 09:00:00 UTC,222.53,512.88,655.63,6599,-85.6,64.83,46.33,341.22
2020-09-18 10:00:00 UTC,217.22,487.42,618.52,6659,-84.4,63.87,55.97,324.23
2020-09-18 11:00:00 UTC,222.2,458.98,567.56,6719,-84.47,63.4,55.8,305.25
2020-09-18 12:00:00 UTC,217.08,458.97,570.33,6779,-84.43,64.27,54.4,305.23
2020-09-18 13:00:00 UTC,214.1,453.89,565.44,6839,-86,63.5,57.8,301.84
2020-09-18 14:00:00 UTC,212.17,438.09,539.48,6899,-84.37,61.83,65.63,291.33
2020-09-18 15:00:00 UTC,156.43,304.29,367.91,6959,-83.57,62.6,68.47,202.14
2020-09-18 16:00:00 UTC,80.84,145.5,171.37,7019,-87.3,65.9,66.93,96.3
2020-09-18 17:00:00 UTC,48.65,85.02,99.38,7079,-86.67,71.73,59.37,57.9
2020-09-18 18:00:00 UTC,23.18,42.15,49.4,7139,-86.73,75.03,48.1,35.88
2020-09-18 19:00:00 UTC,40.6,80.61,97.78,7199,-86.7,74.63,46.13,53.83
2020-09-18 20:00:00 UTC,32.8,63.56,77.21,7259,-87.1,81.23,34.6,47.21
2020-09-18 21:00:00 UTC,111.53,228.68,281.98,7319,-87.27,79.6,31.5,151.72
2020-09-18 22:00:00 UTC,119.66,252.28,315.01,7379,-86.63,72.07,46.83,167.45
2020-09-18 23:00:00 UTC,116.53,245.73,307.12,7439,-86.27,71.47,53.6,163.08
2020-09-19 00:00:00 UTC,116.32,245.98,307.82,7499,-84.6,72.67,50.33,163.23
2020-09-19 01:00:00 UTC,114.22,240.53,300.73,7559,-88.7,69.67,53.3,159.62
2020-09-19 02:00:00 UTC,90.65,189.17,236.21,7619,-87.23,67.3,52.6,125.36
2020-09-19 03:00:00 UTC,43.4,89.41,110.15,7679,-86.2,67.67,47.3,60.45
2020-09-19 04:00:00 UTC,29.06,59.19,72.6,7739,-85.4,64.77,51.5,45.17
2020-09-19 05:00:00 UTC,36.21,73.77,91.2,7799,-83.57,61.3,57.87,50.87
2020-09-19 06:00:00 UTC,46.79,95.79,118.54,7859,-83.3,59.27,62.3,63.12
2020-09-19 07:00:00 UTC,47.35,96.95,119.99,7919,-82.5,57.87,65.03,63.88
2020-09-19 08:00:00 UTC,47.51,95.16,116.98,7979,-85.7,56.43,65.37,62.7
2020-09-19 09:00:00 UTC,52.73,103.28,126.38,8039,-83.1,55.23,66.47,68.11
2020-09-19 10:00:00 UTC,57.77,108.41,130.38,8099,-84.47,54.33,66.83,71.53
2020-09-19 11:00:00 UTC,61.05,109.72,129.62,8159,-83.97,53.77,65.83,72.4
2020-09-19 12:00:00 UTC,57.7,101.17,118.87,8219,-84.37,53.13,64.13,66.69
2020-09-19 13:00:00 UTC,46.25,79.24,92.13,8279,-84.93,53.1,62.2,53.74
2020-09-19 14:00:00 UTC,44.13,73.91,85.47,8339,-84.03,54.03,60.47,50.82
2020-09-19 15:00:00 UTC,48.11,81.86,94.82,8399,-85.1,55.87,61.5,54.21
2020-09-19 16:00:00 UTC,42.08,69.13,79.04,8459,-85.67,62.1,53.53,49
2020-09-19 17:00:00 UTC,33.07,53.85,61.2,8519,-85.73,69.37,34.93,42.77
2020-09-19 18:00:00 UTC,46.53,76.03,86.72,8579,-84.87,83.1,21.77,53.49
2020-09-19 19:00:00 UTC,85.28,142.86,164.9,8639,-86,91.9,16.77,94.49
2020-09-19 20:00:00 UTC,99.27,173.16,202.69,8699,-86.1,87.87,20.43,114.69
2020-09-19 21:00:00 UTC,79.57,142.61,168.45,8759,-86.07,89.47,20.47,94.33
2020-09-19 22:00:00 UTC,57.19,102.94,121.37,8819,-84.47,89.9,19.97,67.96
2020-09-19 23:00:00 UTC,34.46,63.46,75.73,8879,-86.8,85.17,24.03,46.8
2020-09-20 00:00:00 UTC,24.54,46.15,55.11,8939,-85.93,79.43,30.43,39.09
2020-09-20 01:00:00 UTC,19.88,37.52,45.06,8999,-85.2,76.07,35.1,34.21
2020-09-20 02:00:00 UTC,15.77,29.93,35.73,9059,-86.5,72,40.03,29.17
2020-09-20 03:00:00 UTC,15.75,29.85,35.73,9119,-86,67.9,47.4,29.34
2020-09-20 04:00:00 UTC,25.7,45.4,53.61,9179,-84.2,64.67,53.17,38.49
2020-09-20 05:00:00 UTC,23.07,41.79,49.09,9239,-84.83,62.2,57.67,36.74
2020-09-20 06:00:00 UTC,25.29,45.51,54.19,9299,-87.23,60.43,59.53,38.81
2020-09-20 07:00:00 UTC,32.21,57.24,67.36,9359,-84.93,59.23,60.4,44.29
2020-09-20 08:00:00 UTC,31.46,56.21,66.16,9419,-84.1,57.87,62.23,43.76
2020-09-20 09:00:00 UTC,42.56,75.41,89.01,9479,-86.83,57.2,61.67,51.4
2020-09-20 10:00:00 UTC,44.75,80.81,95.5,9539,-84.57,56.13,62.67,54.19
2020-09-20 11:00:00 UTC,58.46,106.4,126.24,9599,-83.93,55.07,62.73,70.2
2020-09-20 12:00:00 UTC,78.65,144.16,172.4,9659,-83.87,54.27,61.43,95.35
2020-09-20 13:00:00 UTC,103.11,191.91,229.6,9719,-83.87,54.17,57.4,127.19
2020-09-20 14:00:00 UTC,104.52,194.86,232.39,9779,-85.47,54,57.23,129.18
2020-09-20 15:00:00 UTC,105.5,197.29,235.51,9839,-85.47,55.97,57.37,130.78
2020-09-20 16:00:00 UTC,111.44,208.52,249.37,9899,-86.1,62.63,51.13,138.28
2020-09-20 17:00:00 UTC,124.4,234.92,279.91,9959,-84.67,70.17,36.83,155.86
2020-09-20 18:00:00 UTC,127.33,241.09,287.89,10019,-85.87,79.57,23.57,159.99
2020-09-20 19:00:00 UTC,135.12,258,309.9,10079,-86,86.87,18,171.28
2020-09-20 20:00:00 UTC,142.88,276.88,334.11,10139,-86.3,86.8,19.07,183.86
2020-09-20 21:00:00 UTC,136.74,269.46,326.79,10199,-86.3,92.3,17.77,178.91
2020-09-20 22:00:00 UTC,98.91,189.98,227.63,10259,-85.7,92.43,17.77,125.93
2020-09-20 23:00:00 UTC,75.89,142.98,171.03,10319,-87.37,88.27,20.63,94.57
2020-09-21 00:00:00 UTC,69.23,131.89,158.42,10379,-87.13,83.03,25.6,87.19
2020-09-21 01:00:00 UTC,66.62,126.96,153.23,10439,-87.63,77.77,31.07,83.89
2020-09-21 02:00:00 UTC,65.42,124.18,149.07,10499,-86.43,72.87,37.9,82.04
2020-09-21 03:00:00 UTC,71.92,136.31,163.97,10559,-86.7,67.8,48.27,90.15
2020-09-21 04:00:00 UTC,75.66,143.57,172.18,10619,-84.8,65.7,47.77,94.98
2020-09-21 05:00:00 UTC,98.47,182,216.56,10679,-86.37,65.67,39.3,120.59
2020-09-21 06:00:00 UTC,133.65,239.46,280.55,10739,-84.23,64.03,37.1,158.92
2020-09-21 07:00:00 UTC,168,297.22,346.76,10799,-86.83,61.77,36.37,197.43
2020-09-21 08:00:00 UTC,231.3,426,500.57,10859,-85.77,60.37,35.37,283.25
2020-09-21 09:00:00 UTC,306.82,623.01,743.77,10919,-83.87,59.57,33.3,414.68
2020-09-21 10:00:00 UTC,309.63,638.72,764.98,10979,-84.83,58.27,32.63,425.13
2020-09-21 11:00:00 UTC,280.14,554.5,660.7,11039,-84.13,56,36.27,369.02
2020-09-21 12:00:00 UTC,271.32,535.28,639.38,11099,-83.1,53.77,40.33,356.21
2020-09-21 13:00:00 UTC,264.23,520.69,624.4,11159,-84.27,51.93,45.33,346.5
2020-09-21 14:00:00 UTC,256.87,507.38,608.42,11219,-85.9,51,48,337.55
2020-09-21 15:00:00 UTC,236.11,458.02,548.6,11279,-86.13,53.87,47.43,304.61
2020-09-21 16:00:00 UTC,221.37,425.14,506.47,11339,-86.07,60.7,44.9,282.69
2020-09-21 17:00:00 UTC,191.02,353.4,417.19,11399,-86.73,69.4,36.43,234.88
2020-09-21 18:00:00 UTC,167.47,301.42,351.98,11459,-85.77,77.7,24,200.23
2020-09-21 19:00:00 UTC,163.19,291.72,340.08,11519,-86.97,84.67,17.43,193.76
2020-09-21 20:00:00 UTC,194.86,366.21,434.5,11579,-86.07,85.8,16.23,243.41
2020-09-21 21:00:00 UTC,185.07,358.59,429.15,11639,-86.07,93.1,12.03,238.33
2020-09-21 22:00:00 UTC,147.63,284.45,341.5,11699,-85.2,96.43,10.4,188.89
2020-09-21 23:00:00 UTC,129.02,247.28,295.58,11759,-86.03,90.37,12.63,164.13
2020-09-22 00:00:00 UTC,139.41,274.21,331.51,11819,-86.57,83.17,17.47,182.11
2020-09-22 01:00:00 UTC,134.43,264.09,318.44,11879,-85.93,78.07,22.07,175.33
2020-09-22 02:00:00 UTC,112.72,218.84,264.3,11939,-87.1,73.63,26.5,145.16
2020-09-22 03:00:00 UTC,116.42,225.68,272.44,11999,-86.43,68.17,37.33,149.72
2020-09-22 04:00:00 UTC,120.91,235.48,285.59,12059,-84.77,63.97,43.53,156.24
2020-09-22 05:00:00 UTC,126.06,244.04,293.65,12119,-85.8,61.57,46.7,161.95
2020-09-22 06:00:00 UTC,134.93,256.55,307.97,12179,-84.9,59.27,48.9,170.31
2020-09-22 07:00:00 UTC,140.67,261.76,311.62,12239,-84.03,57.3,50.57,173.77
2020-09-22 08:00:00 UTC,149.61,276.06,326.75,12299,-84.07,55.83,51.9,183.32
2020-09-22 09:00:00 UTC,152.72,280.54,332.62,12359,-82.7,54.5,53.63,186.31
2020-09-22 10:00:00 UTC,148.88,277.04,329.26,12419,-81.8,53.57,55.73,183.95
2020-09-22 11:00:00 UTC,159.59,294.23,349.2,12479,-83.3,52.93,56.87,195.42
2020-09-22 12:00:00 UTC,164.18,298.12,351.44,12539,-86.57,52.27,56.8,198.01
2020-09-22 13:00:00 UTC,167.9,298.85,349.24,12599,-84.87,51.7,55.63,198.5
2020-09-22 14:00:00 UTC,169.14,298.24,348.45,12659,-81.87,51,56.53,198.1
2020-09-22 15:00:00 UTC,175.1,306.63,355.8,12719,-84.87,53.73,55.43,203.68
2020-09-22 16:00:00 UTC,180.35,310.1,357.39,12779,-83.4,61.13,50.6,205.99
2020-09-22 17:00:00 UTC,187.6,317.8,363.93,12839,-84.57,70.9,34.43,211.15
2020-09-22 18:00:00 UTC,173.1,290.11,329.43,12899,-84.93,86.5,15.87,192.67
2020-09-22 19:00:00 UTC,46.45,76.18,85.27,12959,-88.2,96.07,9.1,54.67
2020-09-22 20:00:00 UTC,31.67,53.21,60.44,13019,-87.8,92.2,11.07,42.59
2020-09-22 21:00:00 UTC,31.86,54.38,61.98,13079,-86.4,99,9.27,43.08
2020-09-22 22:00:00 UTC,36.95,63.63,72.99,13139.31,-89.59,97.72,10.52,46.94
2020-09-22 23:00:00 UTC,38.25,66.65,76.42,13199,-89.73,91.17,13.57,48.14
2020-09-23 00:00:00 UTC,32.21,56.97,66.14,13259.03,-86.69,82.55,18.41,44.22
2020-09-23 01:00:00 UTC,26.48,47.09,54.48,13319,-87.2,78.3,21.4,39.64
2020-09-23 02:00:00 UTC,23.31,41.59,48.24,13379,-90.07,74.5,23.97,36.64
2020-09-23 03:00:00 UTC,24.71,43.88,50.9,13439,-84.4,69.73,31.93,37.87
2020-09-23 04:00:00 UTC,27.92,49.34,57.24,13499,-86.37,67.03,33.2,40.78
2020-09-23 05:00:00 UTC,30.1,53.12,61.7,13559,-86.1,66.7,31.7,42.58
2020-09-23 06:00:00 UTC,33.69,58.86,67.99,13619,-84.3,65.47,31.57,45.19
2020-09-23 07:00:00 UTC,33.72,58.69,67.67,13679,-85,62.83,34.93,44.95
2020-09-23 08:00:00 UTC,39.13,66.52,75.82,13739,-87.07,61.3,34.67,48.05
2020-09-23 09:00:00 UTC,39.33,66.56,75.99,13799,-86.5,61.07,33.67,48.06
2020-09-23 10:00:00 UTC,39.54,66.62,75.92,13859,-85.97,60.97,32.7,48.09
2020-09-23 11:00:00 UTC,39.93,65.9,75.11,13919,-86.33,59.6,33.1,47.86
2020-09-23 12:00:00 UTC,42.73,69.3,78.34,13979,-86.2,58.33,32.43,49.15
2020-09-23 13:00:00 UTC,34.54,55.77,62.91,14039,-85.37,57.87,31.1,43.63
2020-09-23 14:00:00 UTC,32.39,52.92,59.61,14099,-88.23,56.47,34.6,42.4
2020-09-23 15:00:00 UTC,34.7,57.35,64.7,14159,-85.33,56.23,42,44.39
2020-09-23 16:00:00 UTC,28.23,45.95,51.63,14219,-86.9,63.53,35.37,38.81
2020-09-23 17:00:00 UTC,17.03,27.77,31.19,14279,-87.7,73.8,20.93,27.12
2020-09-23 18:00:00 UTC,21.58,35.62,40.43,14339,-88.83,90.87,9.33,32.14
2020-09-23 19:00:00 UTC,27.4,46.11,52.09,14399,-89.1,102.77,5.07,39.14
2020-09-23 20:00:00 UTC,35.63,61.64,70.81,14459,-88.07,94.63,8.03,46.18
2020-09-23 21:00:00 UTC,76.61,145.8,174.1,14519,-86.2,99.57,7,96.47
2020-09-23 22:00:00 UTC,102.09,200.11,240.81,14579,-84.87,97.57,8,132.71
2020-09-23 23:00:00 UTC,95.6,185.66,223.4,14639,-88.3,89.87,12,123.05
2020-09-24 00:00:00 UTC,68.41,129.95,155.23,14699,-86.07,83.27,15.93,85.9
2020-09-24 01:00:00 UTC,44.39,82.1,96.9,14759,-86.63,79.43,18.4,55.02
2020-09-24 02:00:00 UTC,31.17,56.86,66.78,14819,-90.47,74.83,22.23,43.72
2020-09-24 03:00:00 UTC,35.5,65.26,76.83,14879,-85.73,70,30.03,47.51
2020-09-24 04:00:00 UTC,55.24,103.81,123.33,14939,-85.67,67.07,32.3,68.45
2020-09-24 05:00:00 UTC,57.51,108.51,130.42,14999,-83.73,64.33,35.83,71.61
2020-09-24 06:00:00 UTC,56.67,107.07,127.8,15058.83,-87.38,61.41,39.31,70.65
2020-09-24 07:00:00 UTC,56.84,107.38,128.37,15119,-86.97,59.33,40.57,70.85
2020-09-24 08:00:00 UTC,55.91,106.06,126.85,15179,-85.47,57.87,41.2,69.97
2020-09-24 09:00:00 UTC,56.22,106.56,127.19,15239,-86.9,57.03,38,70.31
2020-09-24 10:00:00 UTC,55.81,105.66,126.53,15299,-85.87,57.07,34.87,69.68
2020-09-24 11:00:00 UTC,62.66,117.37,140.15,15359,-84.33,57.43,32.57,77.51
2020-09-24 12:00:00 UTC,63.85,118.83,140.9,15419,-84.53,57.1,30.77,78.48
2020-09-24 13:00:00 UTC,67.79,125.14,148.08,15479,-84.53,55.13,35.33,82.7
2020-09-24 14:00:00 UTC,70.9,131.51,156.36,15539,-85.9,53.47,39.8,86.95
2020-09-24 15:00:00 UTC,73.08,135.45,161.1,15599,-85.97,55.4,42.93,89.55
2020-09-24 16:00:00 UTC,83.18,153.13,181.72,15659,-84.63,62.13,37.5,101.36
2020-09-24 17:00:00 UTC,90.82,169.12,201.21,15719,-83.83,72.03,21.67,111.99
2020-09-24 18:00:00 UTC,81.26,150.98,179.16,15779,-86.7,87.93,11,99.91
2020-09-24 19:00:00 UTC,40.86,74.6,87.23,15839,-87.43,98.63,7.97,53.77
2020-09-24 20:00:00 UTC,34.96,63.44,74.13,15899,-84.77,90.6,11.7,46.78
2020-09-24 21:00:00 UTC,57.59,106.76,125.91,15959,-86.2,96.07,10.43,70.41
2020-09-24 22:00:00 UTC,45.93,85.25,100.76,16019,-87,96,11.13,57.22
2020-09-24 23:00:00 UTC,25.35,46.41,54.68,16079,-86.43,90.27,14.6,38.93
2020-09-25 00:00:00 UTC,12.62,22.82,26.85,16139,-87.07,81.57,20.63,22.66
2020-09-25 01:00:00 UTC,4.19,7.64,9.06,16199,-84.43,77.7,24.17,7.64
2020-09-25 02:00:00 UTC,2.66,4.31,4.82,16259,-85.23,74.7,26.9,4.31
2020-09-25 03:00:00 UTC,3.2,5.17,5.92,16319,-86.3,70.93,32.13,5.17
2020-09-25 04:00:00 UTC,3.62,5.96,6.74,16379,-85.4,66,39.13,5.96
2020-09-25 05:00:00 UTC,4.73,8.04,9.26,16439,-86.3,63.43,41.73,8.04
2020-09-25 06:00:00 UTC,6.45,10.93,12.68,16499,-86.83,61.3,44.03,10.93
2020-09-25 07:00:00 UTC,8.4,14.71,17.04,16559,-84.13,60,44.33,14.71
2020-09-25 08:00:00 UTC,8.86,15.96,18.8,16619,-86.73,59.13,43.63,15.96
2020-09-25 09:00:00 UTC,9.12,16.31,19.14,16679,-87.2,57.1,45.43,16.31
2020-09-25 10:00:00 UTC,8.35,15.1,17.75,16739,-84.27,56.33,44.3,15.1
2020-09-25 11:00:00 UTC,7.66,13.79,16.27,16799,-87.17,55.2,45.03,13.79
2020-09-25 12:00:00 UTC,8.49,14.72,17.15,16859,-84.2,53.13,47.93,14.72
2020-09-25 13:00:00 UTC,7.62,13.51,15.78,16919,-84.43,52.27,48.17,13.51
2020-09-25 14:00:00 UTC,7.53,13.16,15.49,16979,-86.93,51.8,48.03,13.16
